Author Name,ORCID ID,Title,DOI,Year,Citations,Research Method
Jaya Jha,http://orcid.org/0000-0003-0465-6907,Returns to Relationships: Social Capital and Household Welfare in India,10.3390/socsci12030184,2023,7,"Survey, Modeling"
Edward Kelley,No ORCID,Returns to Relationships: Social Capital and Household Welfare in India,10.3390/socsci12030184,2023,7,"Survey, Modeling"
Garima Saxena,http://orcid.org/0000-0001-6546-0364,Multidimensional competency construct for social entrepreneurs: A logistic regression approach,10.1016/j.kjss.2017.12.013,2018,8,Unknown Method
Nigel Ashmore Parton,http://orcid.org/0000-0002-0317-7237,Critical Child Protection Studies: An Introduction,10.3390/socsci11100444,2022,0,Unknown Method
Arpad Szakolczai,http://orcid.org/0000-0003-4472-5639,Coping with Permanent Liminality: Social Understanding and Action through Theatre in Late Communist Hungary,10.3390/socsci12120652,2023,0,Unknown Method
Ana Santiago Vela,http://orcid.org/0000-0003-2797-457X,"Same Degree, Same Opportunities? Educational and Social Background Effects on Overeducation in Germany",10.3390/socsci10080315,2021,6,Survey
Gregory Neocleous,http://orcid.org/0000-0002-6776-1491,The Power of Arts in Old Age: Implications for Social Workers,10.3390/socsci11100472,2022,0,Survey
Margarita Vraka-Eleftheriadou,No ORCID,The Power of Arts in Old Age: Implications for Social Workers,10.3390/socsci11100472,2022,0,Survey
Emily Keddell,http://orcid.org/0000-0002-7217-6561,"Algorithmic Justice in Child Protection: Statistical Fairness, Social Justice and the Implications for Practice",10.3390/socsci8100281,2019,47,Unknown Method
Tatiana Casado,No ORCID,Changes in Social Interventions after COVID-19: The Experience of Front-Line Social Workers,10.3390/socsci12010041,2023,2,Unknown Method
Maria Victoria Rosselló,No ORCID,Changes in Social Interventions after COVID-19: The Experience of Front-Line Social Workers,10.3390/socsci12010041,2023,2,Unknown Method
Ana Cañas-Lerma,http://orcid.org/0000-0001-7235-2070,Changes in Social Interventions after COVID-19: The Experience of Front-Line Social Workers,10.3390/socsci12010041,2023,2,Unknown Method
Bertha Sopha,http://orcid.org/0000-0002-5402-0985,Sustainable Paper Consumption: Exploring Behavioral Factors,10.3390/socsci2040270,2013,20,"Survey, Theoretical"
Emma Head,http://orcid.org/0000-0001-7979-7654,Understanding Mothers’ Infant Feeding Decisions and Practices,10.3390/socsci6020050,2017,3,Unknown Method
Maneesh Sharma,http://orcid.org/0000-0003-0204-2258,Redefining the Nurses’ Role in Antimicrobial Stewardship Practices,10.62541/jaspi035,2024,0,Unknown Method
 ,No ORCID,Redefining the Nurses’ Role in Antimicrobial Stewardship Practices,10.62541/jaspi035,2024,0,Unknown Method
Vandna Pandey,http://orcid.org/0000-0001-6817-6051,Redefining the Nurses’ Role in Antimicrobial Stewardship Practices,10.62541/jaspi035,2024,0,Unknown Method
Ranjana Verma,http://orcid.org/0000-0002-6854-5571,Redefining the Nurses’ Role in Antimicrobial Stewardship Practices,10.62541/jaspi035,2024,0,Unknown Method
Dinesh K Sharma,http://orcid.org/0000-0001-7652-9902,Redefining the Nurses’ Role in Antimicrobial Stewardship Practices,10.62541/jaspi035,2024,0,Unknown Method
 ,No ORCID,Redefining the Nurses’ Role in Antimicrobial Stewardship Practices,10.62541/jaspi035,2024,0,Unknown Method
 ,No ORCID,Redefining the Nurses’ Role in Antimicrobial Stewardship Practices,10.62541/jaspi035,2024,0,Unknown Method
 ,No ORCID,Redefining the Nurses’ Role in Antimicrobial Stewardship Practices,10.62541/jaspi035,2024,0,Unknown Method
 ,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
Maneesh Sharma,http://orcid.org/0000-0003-0204-2258,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
Prasan Kumar Panda,http://orcid.org/0000-0002-3008-7245,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
 ,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
Rakhi Mishra,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
 ,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
Deepa Kumari,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
 ,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
Giriaj Saini,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
 ,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
Ashutosh Sharma,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
 ,No ORCID,"WAAW 2023- The 6th Institutional Composite CMEs on Integrated Antimicrobial Stewardship Practices at AIIMS, Rishikesh",10.62541/jaspi015,2024,0,Unknown Method
zeinab monfared,http://orcid.org/0009-0007-3652-4067,"Comparative Analysis of Medical Surgical Nursing Practices, A Survey across First World and Third World Nations",10.21203/rs.3.rs-4396126/v1,2024,0,Survey
Nurul’Ain Ahayalimudin,http://orcid.org/0000-0001-7258-5317,"Disaster management: Emergency nursing and medical personnel’s knowledge, attitude and practices of the East Coast region hospitals of Malaysia",10.1016/j.aenj.2016.08.001,2016,48,Unknown Method
Nor Naimah Saidah Osman,No ORCID,"Disaster management: Emergency nursing and medical personnel’s knowledge, attitude and practices of the East Coast region hospitals of Malaysia",10.1016/j.aenj.2016.08.001,2016,48,Unknown Method
Hyejin Kim,http://orcid.org/0000-0003-3001-8095,Medical Decision-Making Practices for Unrepresented Residents in Nursing Homes,10.1016/j.jamda.2021.07.001,2022,1,Unknown Method
Molly Perkins,No ORCID,Medical Decision-Making Practices for Unrepresented Residents in Nursing Homes,10.1016/j.jamda.2021.07.001,2022,1,Unknown Method
Thaddeus M. Pope,No ORCID,Medical Decision-Making Practices for Unrepresented Residents in Nursing Homes,10.1016/j.jamda.2021.07.001,2022,1,Unknown Method
Patricia Comer,No ORCID,Medical Decision-Making Practices for Unrepresented Residents in Nursing Homes,10.1016/j.jamda.2021.07.001,2022,1,Unknown Method
Mi-Kyung Song,No ORCID,Medical Decision-Making Practices for Unrepresented Residents in Nursing Homes,10.1016/j.jamda.2021.07.001,2022,1,Unknown Method
Hossein Namdar Areshtanab,http://orcid.org/0000-0003-1440-6653,"Developing the questionnaire of general population knowledge, attitudes and practices towards the <scp>COVID</scp>‐19 outbreak",10.1002/nop2.2143,2024,0,Unknown Method
Maryam Vahidi,http://orcid.org/0000-0002-1452-8215,"Developing the questionnaire of general population knowledge, attitudes and practices towards the <scp>COVID</scp>‐19 outbreak",10.1002/nop2.2143,2024,0,Unknown Method
Mina Hosseinzadeh,http://orcid.org/0000-0003-1810-0520,"Developing the questionnaire of general population knowledge, attitudes and practices towards the <scp>COVID</scp>‐19 outbreak",10.1002/nop2.2143,2024,0,Unknown Method
Zahra Khani,No ORCID,"Developing the questionnaire of general population knowledge, attitudes and practices towards the <scp>COVID</scp>‐19 outbreak",10.1002/nop2.2143,2024,0,Unknown Method
Şükriye ŞAHİN,http://orcid.org/0000-0001-8321-8475,Nurses' Views On Ethical Practices In Nursing Care: A Qualitative Study,10.7197/cmj.1238689,2023,0,Qualitative
Şule ALPAR ECEVİT,http://orcid.org/0000-0003-0951-0106,Nurses' Views On Ethical Practices In Nursing Care: A Qualitative Study,10.7197/cmj.1238689,2023,0,Qualitative
Yuko Adachi,No ORCID,Nurses' and students' perception of risk from medical practices,10.1016/j.ijnss.2017.03.002,2017,1,Unknown Method
Yuya Kikuchi,http://orcid.org/0000-0001-9533-7914,Nurses' and students' perception of risk from medical practices,10.1016/j.ijnss.2017.03.002,2017,1,Unknown Method
Caroline Madrigal,http://orcid.org/0000-0002-8182-4276,Feasible and Appropriate Strategies for Implementing Evidence-Based Practices in Nursing Homes,10.1016/j.jamda.2020.12.004,2021,0,Unknown Method
Ann Kolanowski,No ORCID,Feasible and Appropriate Strategies for Implementing Evidence-Based Practices in Nursing Homes,10.1016/j.jamda.2020.12.004,2021,0,Unknown Method
Diane Berish,No ORCID,Feasible and Appropriate Strategies for Implementing Evidence-Based Practices in Nursing Homes,10.1016/j.jamda.2020.12.004,2021,0,Unknown Method
Kimberly VanHaitsma,No ORCID,Feasible and Appropriate Strategies for Implementing Evidence-Based Practices in Nursing Homes,10.1016/j.jamda.2020.12.004,2021,0,Unknown Method
Somyieh Abdolalipour,No ORCID,Adolescent pregnant women's perception of health practices: A qualitative study,10.1002/nop2.1852,2023,0,Qualitative
Sanaz Mousavi,No ORCID,Adolescent pregnant women's perception of health practices: A qualitative study,10.1002/nop2.1852,2023,0,Qualitative
Tahereh Hadian,No ORCID,Adolescent pregnant women's perception of health practices: A qualitative study,10.1002/nop2.1852,2023,0,Qualitative
Shahla Meedya,No ORCID,Adolescent pregnant women's perception of health practices: A qualitative study,10.1002/nop2.1852,2023,0,Qualitative
Sakineh Mohammad‐Alizadeh‐Charandabi,http://orcid.org/0000-0003-4785-9333,Adolescent pregnant women's perception of health practices: A qualitative study,10.1002/nop2.1852,2023,0,Qualitative
Eesa Mohammadi,No ORCID,Adolescent pregnant women's perception of health practices: A qualitative study,10.1002/nop2.1852,2023,0,Qualitative
Mojgan Mirghafourvand,http://orcid.org/0000-0001-8360-4309,Adolescent pregnant women's perception of health practices: A qualitative study,10.1002/nop2.1852,2023,0,Qualitative
Asaka Higuchi,http://orcid.org/0000-0002-5106-2610,Nurses’ perceptions of medical procedures and nursing practices for older patients with non‐cancer long‐term illness and do‐not‐attempt‐resuscitation orders: A vignette study,10.1002/nop2.495,2020,1,Survey
Azusa Yoshii,No ORCID,Nurses’ perceptions of medical procedures and nursing practices for older patients with non‐cancer long‐term illness and do‐not‐attempt‐resuscitation orders: A vignette study,10.1002/nop2.495,2020,1,Survey
Morihito Takita,No ORCID,Nurses’ perceptions of medical procedures and nursing practices for older patients with non‐cancer long‐term illness and do‐not‐attempt‐resuscitation orders: A vignette study,10.1002/nop2.495,2020,1,Survey
Masaharu Tsubokura,No ORCID,Nurses’ perceptions of medical procedures and nursing practices for older patients with non‐cancer long‐term illness and do‐not‐attempt‐resuscitation orders: A vignette study,10.1002/nop2.495,2020,1,Survey
Hiroki Fukahori,No ORCID,Nurses’ perceptions of medical procedures and nursing practices for older patients with non‐cancer long‐term illness and do‐not‐attempt‐resuscitation orders: A vignette study,10.1002/nop2.495,2020,1,Survey
Rika Igarashi,No ORCID,Nurses’ perceptions of medical procedures and nursing practices for older patients with non‐cancer long‐term illness and do‐not‐attempt‐resuscitation orders: A vignette study,10.1002/nop2.495,2020,1,Survey
 ,No ORCID,Experience in implementation and adaptation of innovative nursing practices in a medical organization,10.33920/med-05-2311-08,2023,0,Unknown Method
N. A. Ekimova,http://orcid.org/0000-0002-9742-7005,Experience in implementation and adaptation of innovative nursing practices in a medical organization,10.33920/med-05-2311-08,2023,0,Unknown Method
Nigar Ünlüsoy Dinçer,http://orcid.org/0000-0002-9578-5669,Errors in nursing practices: What are the attitudes of nurses toward medical errors?,10.26900/hsq.1916,2023,1,Unknown Method
Serpil İnce,http://orcid.org/0000-0002-2160-8440,Errors in nursing practices: What are the attitudes of nurses toward medical errors?,10.26900/hsq.1916,2023,1,Unknown Method
Rana Can Özdemir,http://orcid.org/0000-0003-0655-4736,Errors in nursing practices: What are the attitudes of nurses toward medical errors?,10.26900/hsq.1916,2023,1,Unknown Method
Gillian Lemermeyer,http://orcid.org/0000-0001-5658-3573,In good hands: the phenomenological significance of human touch for nursing practices,10.1136/medhum-2021-012220,2022,2,Unknown Method
Sumathi Senthilvel,http://orcid.org/0000-0002-0074-3002,Essential and Need of Exclusive Breastfeeding Practices in New Born Children,10.55349/ijmsnr.20233334,2023,0,Unknown Method
 ,No ORCID,Point Prevalence of Indwelling Catheterized Patients Admitted in a Tertiary Care Hospital and Related Nursing Care Practices,10.24321/2455.9318.201744,2018,0,Unknown Method
Sukhpal Kaur,http://orcid.org/0000-0003-3724-1310,Point Prevalence of Indwelling Catheterized Patients Admitted in a Tertiary Care Hospital and Related Nursing Care Practices,10.24321/2455.9318.201744,2018,0,Unknown Method
Bhanu Joy Harrison,http://orcid.org/0000-0002-5423-3307,Mindfulness and Meditation Practices,10.1201/9781003178330-36,2022,0,Unknown Method
Yewande Ogunnaike,No ORCID,Prevalent practices amongst healthcare professionals in paediatric settings in using medical interpreters for families with limited national language proficiency: A narrative scoping review,10.1016/j.ijnsa.2022.100109,2022,1,Unknown Method
Abbey Hyde,http://orcid.org/0000-0002-9040-2024,Prevalent practices amongst healthcare professionals in paediatric settings in using medical interpreters for families with limited national language proficiency: A narrative scoping review,10.1016/j.ijnsa.2022.100109,2022,1,Unknown Method
Suja Somanadhan,No ORCID,Prevalent practices amongst healthcare professionals in paediatric settings in using medical interpreters for families with limited national language proficiency: A narrative scoping review,10.1016/j.ijnsa.2022.100109,2022,1,Unknown Method
 ,No ORCID,Assessment of Sleep Hygiene Practices and Sleep Quality among Nursing Officers of Selected Hospital in Delhi,10.24321/2455.9318.202102,2021,1,"Quantitative, Survey, Experiment"
Bindu Shaiju,http://orcid.org/0000-0002-2574-9160,Assessment of Sleep Hygiene Practices and Sleep Quality among Nursing Officers of Selected Hospital in Delhi,10.24321/2455.9318.202102,2021,1,"Quantitative, Survey, Experiment"
Sarah Stahlke Wall,http://orcid.org/0000-0002-9572-0953,The impact of regulatory perspectives and practices on professional innovation in nursing,10.1111/nin.12212,2017,3,Unknown Method
 ,No ORCID,"Comparison of Knowledge, Attitude and Expressed Practices of Urban and Rural Married Women towards Eugenics",10.24321/2455.9318.201848,2019,0,Unknown Method
Hemlata .,http://orcid.org/0000-0003-0517-4512,"Comparison of Knowledge, Attitude and Expressed Practices of Urban and Rural Married Women towards Eugenics",10.24321/2455.9318.201848,2019,0,Unknown Method
Smriti Mathema,http://orcid.org/0000-0002-3601-4274,Knowledge and Attitude of Nursing Staff on Baby-friendly Hospital Initiative Practices in a Tertiary Hospital,10.3126/jkmc.v9i2.35528,2020,0,Unknown Method
